,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
1048,Online Purchase,Very simple and convenient to buy online. But 5 stars can only be awarded if a claim is made and the same is resolved with utmost satisfaction,4, Great,7/20/2019,12:51,Ankur,6,simple convenient buy online  star award claim resolve utmost satisfaction
1049,returning customer,-,5, Excellent,7/20/2019,5:14,customer,6,
1050,Excellent service,The executive walked through the process and explained all options very clearly.,5, Excellent,7/20/2019,3:56,AJ,6,executive walk process explain option clearly
1051,Excellent,It’s a very good website to choose insurance,5, Excellent,7/20/2019,3:37,customer,6, good website choose insurance
1052,Had wonderful experience,"Had wonderful experience, with VC for 4 years and many more to come.",5, Excellent,7/19/2019,22:28,customer,6,wonderful experience vc  year come
1053,Policy details are very clear and…,Policy details are very clear and purchasing was quick and easy. Will rate it again based on the policy usage experience in future.,5, Excellent,7/19/2019,20:26,customer,6,policy detail clear purchase quick easy rate base policy usage experience future
1054,Very Easy Process!,-,5, Excellent,7/19/2019,17:07,VC,6,
1055,Buying the insurance is always easy,"Buying the insurance is always easy. However, when it comes to be covered by insurance, its a different story. I just bought it. The actual rating will be how the insurance company respond to the claims!!",3, Average,7/18/2019,21:14,customer,6,buying insurance easy come covered insurance different story buy actual rating insurance company respond claim
1056,Good service,-,5, Excellent,7/18/2019,17:05,customer,6,
1057,Great show of options to pick from,-,5, Excellent,7/18/2019,14:39,customer,6,
1058,Very quick process with good coverage.,-,5, Excellent,7/18/2019,5:32,Nellore Vittal,6,
1059,very easy to navigate,"very easy to navigate, all needed info is provided and easy to access, fast service",5, Excellent,7/18/2019,3:53,customer canada,6,easy navigate need info provide easy access fast service
1060,Good user experience and more insurance…,Good user experience and more insurance options.,5, Excellent,7/17/2019,21:30,customer,6,good user experience insurance option
1061,very easy way to buy insurance,very easy way to buy insurance. Hope the claim process if needed is as easy.,5, Excellent,7/17/2019,21:27,Chayanika Sanyal,6,easy way buy insurance hope claim process need easy
1062,very patient and informative on all…,"very patient and informative on all information, very pleasant experience.thank you",4, Great,7/17/2019,19:20,customer,6,patient informative information pleasant experiencethank
1063,Simple to buy,"Simple to buy, price looks very good...Hope I do not need to make a claim!",5, Excellent,7/17/2019,19:17,Joyce ,6,simple buy price look good  hope need claim
1064,Easy and fast,"Simply, easy, Clear",5, Excellent,7/17/2019,17:05,customer,6,simply easy clear
1065,Easy to use,Easy to use. User-friendly. Wide variety of options clearly explained.,5, Excellent,7/17/2019,14:55,Punit Shetty,6,easy use userfriendly wide variety option clearly explain
1066,It was easy to compare the quotes and…,It was easy to compare the quotes and verify the coverage details.,5, Excellent,7/17/2019,13:05,customer,6,easy compare quote verify coverage detail
1067,Very easy to navigate and compare plans!,-,5, Excellent,7/16/2019,22:03,customer,6,
1068,easy professional helpful  affordable  …,easy professional helpful  affordable    thank you!!!,5, Excellent,7/16/2019,19:10,trish,6,easy professional helpful affordable thank
1069,Giving 4* for the reason of ease of…,"Giving 4* for the reason of ease of Insurance buying. It was detailed and included descriptions of all the other options. Also I had cancelled the insurance before end-date. Got refund for the remaining days. Pleased with this service.Keeping the 1* with me because I haven't gone through the experience of any claims. May likely edit this review based on that experience. I have referred friends of mine who inquired about insurance for International visitors (parents, friends).",4, Great,7/16/2019,18:50,Shreyas Bhat,6,give  reason ease insurance buying detail include description option cancel insurance enddate get refund remain day please servicekeeping  go experience claim likely edit review base experience refer friend inquired insurance international visitor parent friend
1070,Very helpful and easy to deal with,Very helpful and easy to deal with. Professional and friendly!,5, Excellent,7/16/2019,12:42,customer,6,helpful easy deal professional friendly
1071,Quick and Easy,I'm grateful that VisitorsCoverage Inc. exists for us travellers. My experience was quick and easy.  Thank you.,5, Excellent,7/16/2019,11:34,Mary,6,grateful visitorscoverage inc exist traveller experience quick easy thank
1072,Awesome customer support,I was confused in choosing the right plan for my parents. So I called up the customer care for them to help me understand and choose the right insurance. Representative who helped me understood all my needs and proposed a scheme intelligently. Also helped me with going through the application and he patiently waited till I got done.,5, Excellent,7/16/2019,3:34,customer,6,confuse choose right plan parent call customer care help understand choose right insurance representative help understood need propose scheme intelligently help go application patiently wait till get
1073,Good intuitive,-,4, Great,7/16/2019,2:52,Vinod,6,
1074,Incredibly helpful staff.,-,5, Excellent,7/15/2019,19:17,Juan ,6,
1075,It was very easy to buy,"It was very easy to buy. Good Experience.In case we need, I hope it will be as easy as was when we bought",5, Excellent,7/15/2019,18:56,customer,6,easy buy good experiencein case need hope easy buy
1076,It's a great experience with the…,"It's a great experience with the insurance purchase! The information requested and the purchase steps are clear, easy to follow and then the whole process is smooth and quick!  Hope my grandson have a safe and wonderful trip!All your help is deeply appreciated, Thanks a lot!",5, Excellent,7/15/2019,16:15,Miaoyong Cao,6,great experience insurance purchase information request purchase step clear easy follow process smooth quick hope grandson safe wonderful trip help deeply appreciated thanks lot
1077,Very easy to find required insurance…,Very easy to find required insurance coverage for Schengen Visa.  Quick and easy access to all documents once policy is purchased.,5, Excellent,7/15/2019,15:11,AC,6,easy find required insurance coverage schengen visa quick easy access document policy purchase
1078,Great tool to compare different options…,"Great tool to compare different options for health insurance, checked on different sites and so far the option given by VisitorsCoverage was also matching the one recommended on the other sites and blogs.",5, Excellent,7/14/2019,23:35,Luis Reyes,6,great tool compare different option health insurance check different site far option give visitorscoverage match recommend site blog
1079,Pathetic service!,"Pathetic service!This is for @visitorscoverage. Stop reporting my review if you can’t solve my issues.Very bad customer service. They won’t solve the issue and now start reporting reviews if someone posts it. Read it below:Buying the insurance was easy but when it comes to claim, you guys are cheat!I am contacting you guys through different mediums for past 1 month. No response!For claims these people say we are not responsible and a company called GBG is partner. Now GBG, just one general helpline number with same response. No number to call to customer care or claims department. Worst experience of my life. If you guys can’t maintain the credibility, you should close your shop. I am fedup with reaching out to these guys everyday for past 1 month.",1, Bad,7/14/2019,21:28,Arish Dhingra,6,pathetic service visitorscoverage stop reporting review  solve issuesvery bad customer service win  solve issue start report review post read buy insurance easy come claim guys cheat contact guy different medium past  month response claim people responsible company call gbg partner gbg general helpline number response number customer care claim department bad experience life guy  maintain credibility close shop fedup reach guy everyday past  month
1080,Easy comprehensive insurance quickly…,Easy comprehensive insurance quickly obtained,5, Excellent,7/14/2019,19:30,customer,6,easy comprehensive insurance quickly obtain
1081,Convenient to use,Convenient comparison between insurance policies and straightforward to use.,4, Great,7/14/2019,15:34,Lily,6,convenient comparison insurance policy straightforward use
1082,Definitely is the best option with lower price,Best with low price options,4, Great,7/14/2019,5:18,Shankar,6,best low price option
1083,It was very easy to see and compare the…,It was very easy to see and compare the different companies and then make the purchase.,5, Excellent,7/13/2019,18:04,customer,6,easy compare different company purchase
1084,Best place on earth,Best place on earth ! Highly recommended,5, Excellent,7/13/2019,13:18,customer,6,best place earth highly recommend
1085,I found this outfit through search…,I found this outfit through search engine.  All the details about the different plans are explained well.   The website is easy to navigate.  The most important was the cost part that I could afford for the plan I wanted.,5, Excellent,7/13/2019,3:30,Karl Bisht,6,find outfit search engine detail different plan explain website easy navigate important cost afford plan want
1086,Thank you Alexa Lopez for all your…,Thank you Alexa Lopez for all your help!(Customer Success and Inside Sales Specialist),5, Excellent,7/12/2019,22:24,Ajay Gupta,6,thank alexa lopez help customer success inside sale specialist
1087,Very helpful,-,5, Excellent,7/12/2019,19:15,customer,6,
1088,It was great experience buying visitors…,It was great experience buying visitors health insurance. Easy and good insurance options to select.,5, Excellent,7/12/2019,16:33,customer,6,great experience buy visitor health insurance easy good insurance option select
1089,Filling of application takes lots of…,Filling of application takes lots of time,3, Average,7/12/2019,16:05,Chawla ,6,fill application take lot time
1090,Quick and easy! Got my insurance coverage within an hr,Searched online for Travel insurance at the last minute but found this company and got the quotes from their website  right away. The price was reasonable and things were presented simple/clear enough that I applied right then. Online application process was quick and easy too. Soon I received a confirmation email and have a peace of mind for my trip coming up in just a few days!,5, Excellent,7/12/2019,6:15,"customer, K",6,search online travel insurance minute find company get quote website right away price reasonable thing present simpleclear apply right online application process quick easy soon receive confirmation email peace mind trip come day
1091,have had a good experience searching…,"have had a good experience searching for insurance. it always gives good options.buying, renewing , cancelling are easy.",5, Excellent,7/11/2019,19:57,customer,6,good experience search insurance give good optionsbuying renew cancel easy
1092,Nice and beautiful tool but can't trust the insurance options its showing as highly rated,"The tool looks good for comparing insurance options and simplifying purchase. However, can't trust the reviews/ratings that it provides to insurance options.Many of the insurance options that were shown as great plans on Visitors coverage site had really bad recent reviews on other platforms. For 5 out of the 7 comprehensive plans shown to me, customers posted bad reviews on other platforms such as yelp. They struggled with denied claims, none or worse customer service, unnecessary paperwork etc. I would rather not buy any plan and stay uninsured.So, just showing insurance options in a user friendly manner isn't what I would look for while purchasing insurance products. I would buy something that would actually work when needed.Customers need to really do their own research, look into the details of these products on visitors coverage while making purchases. I wish Visitors coverage improve their review platform for insurance products to give right picture, which will make the overall purchase experience better.",3, Average,7/11/2019,18:08,customer,6,tool look good comparing insurance option simplify purchase trust reviewsratings provide insurance optionsmany insurance option show great plan visitor coverage site bad recent review platforms   comprehensive plan show customer post bad review platform yelp struggle deny claim bad customer service unnecessary paperwork etc buy plan stay uninsuredso show insurance option user friendly manner look purchase insurance product buy actually work neededcustomers need research look detail product visitor coverage making purchase wish visitor coverage improve review platform insurance product right picture overall purchase experience well
1093,Can be a Confusing Site…,"After many tries on the web site filling out same International Travel Insurance applications several times, always to show up as an error when attempting to pay.. I had to call to inquire (3 times) only to find out that I needed a different application as I am a Canadian living in the US with a Permanent Residency card. My husband is a US citizenIt took several phone calls & emails to get the correct Int'l Travel Insurance application link that worked for me.I was not able to get the same amount of coverage as my husband was able to get..In the end I did purchase 2 separate policies for Int'l travel with Visitor's Coverage.  Pleased with the prices and ease of filling out applications.",3, Average,7/11/2019,15:35,Allie,6,try web site fill international travel insurance application time error attempt pay inquire  time find needed different application canadian living permanent residency card husband citizenit take phone call email correct intl travel insurance application link work mei able coverage husband able getin end purchase  separate policy intl travel visitor coverage please price ease fill application
1094,easy to register,"easy to register, with explanation on technical terms",4, Great,7/11/2019,10:01,MG,6,easy register explanation technical term
1095,It was easy to understand the coverage…,It was easy to understand the coverage provided and options available.,5, Excellent,7/11/2019,5:07,Tanya,6,easy understand coverage provide option available
1096,Simple and quick online process.,-,5, Excellent,7/11/2019,4:39,Robin Mwh,6,
1097,Great customer service- patient and…,Great customer service- patient and caring.Yet to use the policy.,5, Excellent,7/10/2019,21:07,Hema,6,great customer service patient caringyet use policy
1098,Great and very Convenient.,-,5, Excellent,7/10/2019,14:20,Jimmy Wong,6,
1099,Quick and easy to find and compare…,Quick and easy to find and compare rates. Rates are very reasonable. I will most likely use this for my trip next year as well.,5, Excellent,7/10/2019,14:20,US Customer,6,quick easy find compare rate rate reasonable likely use trip year
1100,clear information,"clear information, exhaustive attachments",5, Excellent,7/10/2019,10:51,customer,6,clear information exhaustive attachment
1101,"Professional, computer-friendly & the rest...good linkage.","Professional, Computer-friendly, efficient, cost effective and prompt....Good feedback and directions.",5, Excellent,7/9/2019,22:02,S. Malry,6,professional computerfriendly efficient cost effective prompt  good feedback direction
1102,Quick and easy process,-,5, Excellent,7/9/2019,19:37,Customer,6,
1103,It was easy and simple to book coverge,-,5, Excellent,7/9/2019,18:19,customer,6,
1104,Well informed,"Well informed, good service, agents were patient and explained in detail all the questions asked",5, Excellent,7/9/2019,17:03,custome Elizabeth Gnalianr,6,inform good service agent patient explain detail question ask
1105,Ease of sign up online,Ease of sign up online. Many options available.,4, Great,7/9/2019,12:32,Evon,6,ease sign online option available
1106,EASY TO BUY BUT I DIDN’T USE THE TRAVEL…,EASY TO BUY BUT I DIDN’T USE THE TRAVEL INSURANCE SERVICE...I HOPE NOT TO USE IT DURING MY TRIP.,5, Excellent,7/9/2019,7:58,customer ANTONIO MORAN,6,easy buy  use travel insurance service  hope use trip
1107,Perfect,Perfect fast and satisfying,5, Excellent,7/8/2019,19:13,customer,6,perfect fast satisfy
1108,Easy to book and good customer service!,-,4, Great,7/8/2019,19:08,customer,6,
1109,The date questions were confusing on…,The date questions were confusing on the application.,4, Great,7/8/2019,18:54,customer,6,date question confuse application
1110,User-friendly,User-friendly. Clear information.,5, Excellent,7/8/2019,17:14,Cassy,6,userfriendly clear information
1111,The online application had a glitch and…,The online application had a glitch and wouldn't go through. I was able to complete the transaction over the phone.,5, Excellent,7/8/2019,15:28,Ravikumar Mi,6,online application glitch able complete transaction phone
1112,the consultant was very helpful in…,the consultant was very helpful in making policy buying so convenient,5, Excellent,7/8/2019,14:24,customer,6,consultant helpful making policy buying convenient
1113,This was easy to apply for and a full…,This was easy to apply for and a full explanation of benefits is easy to find right on line as well.,5, Excellent,7/7/2019,19:11,Deborah Tangen,6,easy apply explanation benefit easy find right line
1114,At this stage of buying the policy it…Which I hope will never come.,At this stage of buying the policy it looks OK.  the description Of the options seems  clear.  Clearly the test of the pudding is in the eating Which I hope will never come.,5, Excellent,7/7/2019,18:07,Dan,6,stage buying policy look ok description option clear clearly test pudding eat hope come
1115,Easy to enroll.,-,4, Great,7/7/2019,17:34,Chandresh Mehta,6,
1116,It was easy to contact an agent and ask…,"It was easy to contact an agent and ask specifics about the plan needed. He was friendly and open, able to meet our needs. I was looking for a broad comprehensive plan for my parents who are visiting and pending their green card approval. He was able to find me the appropriate coverage for them.",5, Excellent,7/7/2019,16:38,customer,6,easy contact agent ask specific plan need friendly open able meet need look broad comprehensive plan parent visit pending green card approval able find appropriate coverage
1117,Very user friendly and stress free!,Very user friendly. Made it very easy for me to purchase a policy.,5, Excellent,7/7/2019,14:33,LH,6,user friendly easy purchase policy
1118,I appreciate for your transparent &…,I appreciate for your transparent & honest quotes and tele services.I have bought visitors insurance online two years ago but never went for a claim. We took this year also as part of our stay in usa for five months. I went to near by Urgency room once when I had  severe constipation and throwing. It was cashless treatment. So I’m renewing it since then. Its a kind of experience insurance but really worth it and a good value for money.,5, Excellent,7/7/2019,14:18,Sudershan ,6,appreciate transparent honest quote tele servicesi buy visitor insurance online year ago go claim take year stay usa month go near urgency room severe constipation throw cashless treatment  renew kind experience insurance worth good value money
1119,simple steps to get the right fit…,simple steps to get the right fit insurance,5, Excellent,7/7/2019,3:07,customer,6,simple step right fit insurance
1120,Easy and convenient!,Easy and convenient!! Good job,5, Excellent,7/5/2019,19:38,Alex,6,easy convenient good job
1121,I requested to change dates…,"I requested to change dates (starting/ending) on my wife policy and I was told that takes 3 to 5 business days which is somewhat ridiculos long... We canceled the policy and purchased a new one with different dates.... For that, I will give 1 star..!THE 5 STARS go to the representative that was very kind, professional and helpful.. I think his name was Joshua.",5, Excellent,7/5/2019,14:16,Pat,6,request change date startingending wife policy tell take   business day somewhat ridiculos long  cancel policy purchase new different date   star  star representative kind professional helpful think joshua
1122,Website very easy to use.,-,5, Excellent,7/5/2019,10:31,Pam,6,
1123,"Quick, simple and easy shopping online!","Quick, easy, simple online travel medical insurance.",5, Excellent,7/4/2019,23:12,customer,6,quick easy simple online travel medical insurance
1124,Very helpful customer support staff,Very helpful customer support staff. They made applying easy.,5, Excellent,7/4/2019,16:42,customer,6,helpful customer support staff apply easy
1125,quick & easy,quick & easy. really delighted,5, Excellent,7/4/2019,2:51,customer,6,quick easy delight
1126,Awesome,"Hi, Online Buying of Vistor insurance for my mother-in-law 60+ yrs is very super cool and detailed thru visitors coverage, everything is clear and affordable",4, Great,7/3/2019,19:49,Venkii,6,hi online buying vistor insurance motherinlaw  yr super cool detailed visitor coverage clear affordable
1127,Simple system,"Simple system, easy to choose product online.",5, Excellent,7/3/2019,17:32,Khanh Tran,6,simple system easy choose product online
1128,User friendly,Your website is very user-friendly and informative as to policies. This is actually the reason I chose your company. Many thanks.,5, Excellent,7/3/2019,10:07,James Carr,6,website userfriendly informative policy actually reason chose company thanks
1129,one stop shop for all your insurance…,one stop shop for all your insurance needs!!,5, Excellent,7/3/2019,5:59,Sagar ,6,stop shop insurance need
1130,super easy!!,super easy!!! got it done very quickly!,5, Excellent,7/3/2019,5:12,customer,6,super easy get quickly
1131,easy to compare and sign up!,-,5, Excellent,7/2/2019,22:17,customer,6,
1132,It's a great site with many options,"It's a great site with many options, easy to browse. I think user interface can still be improved, especially around comparing various plans, opening new windows without closing the results pages etc. Some tweaks go a long way in terms of using the website much more smoothly and quickly come to a decision on a policy.",5, Excellent,7/2/2019,21:50,Ram P,6,great site option easy browse think user interface improve especially compare plan open new window close result page etc tweak long way term website smoothly quickly come decision policy
1133,Great and Fast Experience on Website,-,5, Excellent,7/2/2019,19:17,customer,6,
1134,Pretty easy and inexpensive.,-,5, Excellent,7/2/2019,18:43,John Wright,6,
1135,*****satisfied *****,-,5, Excellent,7/2/2019,2:14,Afsar,6,
1136,Good experience,"Good experience: information provided on the website is quite comprehensive. Shall you choose to request additional information via email, the service is pretty good too..I asked MANY questions and received concise answers.",5, Excellent,7/1/2019,23:58,customer,6,good experience information provide website comprehensive shall choose request additional information email service pretty good tooi ask question receive concise answer
1137,I think it would be good if the agent…,I think it would be good if the agent can speak for 10 mins to explain the benefits and take out any confusion/questions,3, Average,7/1/2019,23:01,customer,6,think good agent speak  min explain benefit confusionquestions
1138,Insurance coverage,easy to navigate website,3, Average,7/1/2019,11:17,customer,6,easy navigate website
1139,so far good and hope to get better and…,so far good and hope to be better and better,4, Great,7/1/2019,8:09,I Nyoman Sedana,6,far good hope well better
1140,Awesome service,-,5, Excellent,6/30/2019,19:06,customer,6,
1141,Please with the support received.,"I am updating my review after I received a call from a customer care specialist , she called me bavk several times because the call kept dropping, I was very please to know I was wrong about the coverage . Jennie made a difference.",5, Excellent,6/30/2019,9:47,Carlos J ,6,update review receive customer care specialist call bavk time keep drop know wrong coverage jennie difference
1142,Looks excellent,Looks excellent. But don’t know how the real coverage is..,5, Excellent,6/30/2019,1:50,customer,6,look excellent  know real coverage is
1143,Excellent site,Excellent site. Information on policy was succinct and easily understood. Cost options and coverage were easy to compare.,5, Excellent,6/29/2019,15:53,James,6,excellent site information policy succinct easily understood cost option coverage easy compare
1144,website is seamless and had nice user…,website is seamless and had nice user experience,5, Excellent,6/29/2019,13:53,Lavanya,6,website seamless nice user experience
1145,havent use policy,havent use policy. Yes buying experience is good.,5, Excellent,6/29/2019,2:46,customer,6,havent use policy yes buy experience good
1146,Visitors Coverage,It was very easy and intuitive to use. It did not take more than 30 minutes to buy international travel insurance for my mom.,5, Excellent,6/28/2019,18:58,Raja Selvaraj,6,easy intuitive use  minute buy international travel insurance mom
1147,Easy to compare and purchase online,Easy to compare and purchase online. Quick and easy to check the benefits and try different options on the spot.Have prior good customer service experience for questions pertinent to extensions and cancellations.,5, Excellent,6/28/2019,11:38,ColumbusOhioResident,6,easy compare purchase online quick easy check benefit try different option spothave prior good customer service experience question pertinent extension cancellation
1148,It was easy to purchase I hope our first experience in US goes as smooth as the online purchase.,"It was easy to make the purchase. Being an Indian & not used to American terms and conditions, it was tedious to make the choice amongst various plans. I hope our first experience in US goes as smooth as the online purchase.",5, Excellent,6/28/2019,5:39,customer,6,easy purchase indian american term condition tedious choice plan hope experience go smooth online purchase
1149,Very convenient!,-,5, Excellent,6/28/2019,0:26,customer,6,
1150,Really good quote,Really good quote. Easy and quickly process,5, Excellent,6/27/2019,19:55,customer,6,good quote easy quickly process
1151,Excellent customer service,-,5, Excellent,6/27/2019,1:34,customer,6,
1152,quick and easy,-,5, Excellent,6/26/2019,17:47,customer,6,
1153,Just for the buying experience,"Just for the buying experience, VisitirsCoverage is great. It's easy to purchase and has no hassles.",5, Excellent,6/26/2019,16:35,Nitin,6,buy experience visitirscoverage great easy purchase hassle
1154,Nice experience,Nice experience. There is too much to compare and you can provide some way to understand and compare the different parts.,4, Great,6/26/2019,2:56,customer,6,nice experience compare provide way understand compare different part
1155,Purchasing the policy for my parents,"Purchasing the policy for my parents, who will visit me in the US, was very easy. All the information is available and it is easy and practical to decide which insurance was the best option.",5, Excellent,6/26/2019,1:37,Ana Marin,6,purchasing policy parent visit easy information available easy practical decide insurance best option
1156,Sarah the customer service rep was…,Sarah the customer service rep was amazing and knowledgeable.,5, Excellent,6/25/2019,21:16,customer,6,sarah customer service rep amaze knowledgeable
1157,Alexa was excellent!!,"Alexa was excellent! Extremely patient, courteous and professional.",5, Excellent,6/25/2019,15:55,Sreeraj,6,alexa excellent extremely patient courteous professional
1158,Haven't got a chance to use it yet…,Haven't got a chance to use it yet since my parents are coming in July but very happy with quick responses/ knowledgeable customer service and easy interface!!,5, Excellent,6/25/2019,15:42,Anuu,6,get chance use parent come july happy quick responses knowledgeable customer service easy interface
1159,Fast and easy to choose a plan,-,5, Excellent,6/25/2019,0:27,customer,6,
1160,It was really nice to go through the…,"It was really nice to go through the requirements, with no issues!",4, Great,6/24/2019,19:00,customer,6,nice requirement issue
1161,Only for website use and quote comparison,The website is easy to use and the quote comparison is very useful in determining the right level of coverage based on your need.,5, Excellent,6/24/2019,18:41,LAVANYA,6,website easy use quote comparison useful determine right level coverage base need
1162,Easy to navigate and compare,-,5, Excellent,6/24/2019,16:01,customer,6,
1163,No Issues in enrollment,"No Issues in enrollment. Hope not to use the insurance. But, hope the coverage is as good as ease of enrollment.",5, Excellent,6/24/2019,15:37,Sreekanth,6,issue enrollment hope use insurance hope coverage good ease enrollment
1164,Best Overall Coverage,Simple and trustworthy,5, Excellent,6/24/2019,13:52,Sid,6,simple trustworthy
1165,Fast and easy,-,5, Excellent,6/24/2019,13:35,customer,6,
1166,"Website OK, Human Help Impossible to Reach","While I could navigate the website, I was unable to talk to a real person to get human help. The call back option on the phone number listed at the top of the page asked me to enter a captcha that never went through. When I tried to call directly, I as put on hold until I got an option to get a call back. I opted for it, and never got a call back. I tried to stay on the line next and nothing happened again. I just kind of bought what made sense to me.",3, Average,6/23/2019,21:09,customer,6,navigate website unable talk real person human help option phone number list page ask enter captcha go try directly hold get option opt get tried stay line happen kind buy sense
1167,Dry easy to navigate and pick an…,Dry easy to navigate and pick an insurance required for visa,5, Excellent,6/23/2019,16:08,customer,6,dry easy navigate pick insurance require visa
1168,Easy to get a policy,-,5, Excellent,6/23/2019,1:00,customer,6,
1169,nice,nice experience !,5, Excellent,6/22/2019,7:04,Devanshu,6,nice experience
1170,Excellent Experience,"I had two calls with Visitors Coverage to decide which policy to buy. Both people I spoke with were very professional, friendly, helpful and answered all of my questions thoroughly. I feel so much better having travel insurance in place and Scotty and Suman were both great to deal with.",5, Excellent,6/21/2019,14:47,Janice,6,call visitor coverage decide policy buy people speak professional friendly helpful answered question thoroughly feel well travel insurance place scotty suman great deal
1171,Policy details can be better organized…,Policy details can be better organized on the UI,3, Average,6/20/2019,15:38,RSonic,6,policy detail well organize ui
1172,Easy to access and purchase,Easy to access.Easy to purchase.,5, Excellent,6/20/2019,7:59,sirirat,6,easy accesseasy purchase
1173,Excellent customer service,"Excellent customer service, very professional. and polite.",5, Excellent,6/20/2019,1:15,A.Brazzel,6,excellent customer service professional polite
1174,Great site to compare insurance…,Great site to compare insurance coverage for your parents and family whom you want to bring to USA!!,5, Excellent,6/19/2019,22:41,Suvobroto Ghatak,6,great site compare insurance coverage parent family want bring usa
1175,Excellent customer experience,He was awsome,5, Excellent,6/19/2019,21:02,customer,6,awsome
1176,Gave me detailed infor and the best…,Gave me detailed infor and the best plan to fit my needs going to Canada. Good price.,5, Excellent,6/19/2019,20:47,customerJoe,6,give detail infor best plan fit need go canada good price
1177,It was an easy process but I would have…,It was an easy process but I would have appreciated having a online chat available for any pertinent questions.,4, Great,6/19/2019,18:09,customer,6,easy process appreciate online chat available pertinent question
1178,Very convenient,-,5, Excellent,6/19/2019,6:22,customer,6,
1179,great customer service agents,-,5, Excellent,6/18/2019,22:20,customer,6,
1180,Very confusing,Very confusing Underneath the insurance name it indicates that acute preexisting is covered but when really it doesn’t cover for anyone over 70Pls make it clear,1, Bad,6/18/2019,21:09,customer,6,confuse underneath insurance indicate acute preexist cover  cover pls clear
1181,Alex was very patient helping me…,Alex was very patient helping me purchase the insurance,5, Excellent,6/18/2019,20:49,customer,6,alex patient help purchase insurance
1182,It wa quick and easy and also could see…,It wa quick and easy and also could see the customer services very good and positive,5, Excellent,6/18/2019,19:38,GK,6,wa quick easy customer service good positive
1183,Senior Coverage,"It needed several attempts, but it went through.  Thank you very much.",5, Excellent,6/18/2019,15:56,Thennilapuram Mahadevan,6,need attempt go thank
1184,Very quick and effective,-,5, Excellent,6/18/2019,3:29,customer,6,
1185,Amazing experience,Amazing experience. Highly recommend this service!,5, Excellent,6/18/2019,2:11,customer,6,amaze experience highly recommend service
1186,Purchasing the insurance for my In-Laws…,Purchasing the insurance for my In-Laws was very easy. I hope we don't have to use it but if we do I will post an update on how I was able to take care of that.,5, Excellent,6/17/2019,8:27,customer,6,purchase insurance inlaws easy hope use post update able care
1187,review,Excellent service,5, Excellent,6/17/2019,6:35,customer,6,excellent service
1188,Quick and Easy Guide for Visitor Coverage,-,5, Excellent,6/17/2019,0:10,Shivika,6,
1189,Very convenient and efficient,-,5, Excellent,6/16/2019,22:39,customer,6,
1190,Brief and Easy:,Brief and Easy:Asked all relevant question. Took hardly 5 minutes....,5, Excellent,6/16/2019,15:40,$$$,6,brief easy ask relevant question take hardly  minute 
1191,Easy to get the policy,"Easy to get the policy, no info on how it works because I hope not to be in the need of it",5, Excellent,6/16/2019,12:08,customer,6,easy policy info work hope need
1192,I had a very productive call with your…,I had a very productive call with your phone rep.  She was incredibly patient and answered all my questions.,5, Excellent,6/16/2019,3:28,customer,6,productive phone rep incredibly patient answered question
1193,it an awesome way to cover visitng…,it an awesome way to cover visitng family member with lots of options to choose from,5, Excellent,6/15/2019,15:11,Atul Chittora,6,awesome way cover visitng family member lot option choose
1194,Great experience easy to navigate and…,Great experience easy to navigate and buy,5, Excellent,6/15/2019,13:25,customer,6,great experience easy navigate buy
1195,Good comparison of available plans,Good comparison on different relevant parameters for available travel/medical insurance plans. It would help to list in-network providers for selected policies.,4, Great,6/15/2019,13:13,PRP,6,good comparison different relevant parameter available travelmedical insurance plan help list innetwork provider select policy
1196,Reasonable price,"Reasonable price, very fast purchase",5, Excellent,6/15/2019,7:29,Engin,6,reasonable price fast purchase
1197,"Easy to compare policies, but not clear on quality or coverage","Easy to compare policies. But not really clear who offered them and that they were from different companies. No good sense of the quality of the companies or their policies. Bought one, then cancelled it immediately when I saw the application made assumptions about my travel plans without asking up front. For example, it said no adventure travel, but never asked about that.",3, Average,6/14/2019,4:28,customer,6,easy compare policy clear offer different company good sense quality company policy buy cancel immediately saw application assumption travel plan ask example say adventure travel ask
1198,Excellent,Excellent and easy and lot of options,5, Excellent,6/13/2019,18:06,kartik,6,excellent easy lot option
1199,My experience,"It was very easy in process to apply and get the insurance and the website, tools are really helpful.",5, Excellent,6/13/2019,0:50,customer,6,easy process apply insurance website tool helpful
1200,Great service!,-,5, Excellent,6/12/2019,18:56,Deepa Badhwar,6,
1201,VERY EXECELLENT CUSTOMER SERVICE,-,5, Excellent,6/12/2019,18:35,customer,6,
1202,Customer representative was very good…,Customer representative was very good and knowledgeable,5, Excellent,6/12/2019,17:09,Surender Allipuram,6,customer representative good knowledgeable
1203,Look and feel is good and its easy to…,Look and feel is good and its easy to complete,4, Great,6/11/2019,20:05,Kiran,6,look feel good easy complete
1204,Very good,Very good !!!!!!,5, Excellent,6/11/2019,11:12,customer,6,good
1205,Thanks,"Thanks ,it was smooth",5, Excellent,6/10/2019,23:24,customer,6,thanks smooth
1206,Alexa is one of the best customer service agent…,"Alexa is one of the best customer service agent , she was worked with me for buying insurance for my uncle. During 1 hour call she satisfied all my queries & helped me to buy insurance over the phone. I will give her 5* rating.",5, Excellent,6/10/2019,20:38,customer,6,alexa best customer service agent work buy insurance uncle  hour satisfied query help buy insurance phone  rating
1207,User friendly and informative,-,5, Excellent,6/10/2019,17:34,Leena,6,
